min,max,avg
1395200,120047600,3356106
2141400,5254600,3336026
2056900,5935800,3336689
3340600,21229100,13250023
13678200,34693900,25625087
2198900,25354500,3339821
2134000,5606900,3336462
1954000,6230300,3337525
3338400,12372800,5916235
5606800,17664800,11521734
2476700,10538700,3337337
2351400,7050700,3337080
2377400,8021200,3340772
3336500,31865100,19939690
24372800,46798800,31687405
2370700,29179100,3357769
2203300,10412800,3353963
3332200,37656600,14777827
12609500,156872200,97211541
89518300,186033400,123124596
2552200,126252700,3746048
2803600,11922300,3812859
3438500,56098800,30469100
28880800,299506200,174853333
145848900,373270900,235563942
2349200,246955800,3459003
2427700,5190100,3337099
2609500,6844100,3337920
3351200,25489600,6543398
6097500,49392300,13097262
2092900,1555353000,3654395
2098900,10625300,3341879
2313000,9139976500,6196745
3330200,11898400,5974345
5932800,35699600,11586082
2385900,16681300,5714302
2588800,15968200,4746624
2750800,23759500,5590369
5876800,22763000,10207004
10122700,31207700,14939674
10577600,38641700,22031324
18714900,39776500,21738624
19257700,26640400,22313265
20583200,35245200,27085324
25601000,58423400,33288898
28115600,75915700,42416829
37689500,74226000,43040786
40003700,54437900,43902766
20653200,85082500,47608327
24093300,118219200,53029656
