min,max,avg
2526100,127144800,3444454
2949000,4077000,3335846
1451600,10700600,3302126
3329600,21921200,8234331
6850400,23683400,12703471
1201300,11710600,3330157
3013900,23967300,3353034
3174400,20897500,3352245
3347300,17872700,11625035
13730600,23206800,19560579
2032400,24900800,3383512
2885500,27355600,3454757
3222800,44764800,18758095
18190800,129924400,116103446
120939600,191943900,163667767
2863500,177399200,3731982
3253300,30621100,11186655
8080500,101358100,76449993
71374600,782697400,504786050
745585700,1102850200,910803233
2883800,998838600,6473417
5740800,47605400,16247641
27556600,374514200,279713276
283668300,1161081800,751327314
1070896500,1652131300,1234305800
2735900,1702760300,13484429
2839800,29084800,3999955
3196100,33950900,7427292
6491900,44053100,25781044
24062600,61171600,35592162
3674000,36555300,12849743
10514200,15294300,12904073
2956900,33177100,15425493
15436500,57345100,33312234
15631700,84068700,36119341
20378600,57526000,38176757
37597500,84833900,53982200
72163700,112999000,87182889
86608300,130994700,103685965
103814400,116893500,114330800
114789100,436905800,346408357
401745200,441184900,409861523
150736400,437447200,354345226
151284500,309320000,215966308
178102800,315046300,217591725
307187100,466025200,327412381
275018600,502940200,376693278
321031500,570715300,371233707
313674100,562330800,413792838
311286500,593411000,402418233
