min,max,avg
3333256,88125856,3519518
3325942,42405894,3367445
3331702,8730564,3356620
3338069,22645671,14101292
21169296,37775435,28044287
3317492,28157633,3420292
3316869,9758992,3353739
3330463,47929347,3381240
3333809,20468667,14201922
14790455,29465973,28219894
3323424,27689450,3357518
3333121,3489075,3338902
3333881,20790646,5720065
5770132,31726868,29666694
29182215,50483537,46716103
3332402,50113011,3393936
3329029,30614059,3427428
3333391,69429299,22495665
19075347,156745591,139589094
149455734,205205008,189753996
3322099,184012962,3674455
3324893,41244117,5336171
3343690,89207825,42983545
44505865,261801524,236431734
255992662,372442798,345643947
3325235,372696515,3860730
3333198,6313272,3342475
3327048,4507262,3353152
3334332,17227277,14850327
14334738,30533527,29435446
3333170,30059066,3357441
3333199,3494014,3338799
3323916,6696900,3375440
3337738,16700797,15206820
15257830,31273646,29769558
3317287,30098248,4410807
3314001,34371004,4604118
3334429,21999759,6338788
6147000,20259423,18695602
18089015,34256561,32739387
3334968,116071734,18380895
3333816,135549277,18486536
3537497,91361604,20053487
20176719,40600120,33327502
33976346,49775185,48449433
3403566,212008311,34414124
3469251,247714242,34978246
5686425,248322741,38251115
15838173,90787147,54256469
54894092,71034848,65396426
