min,max,avg
3330789,95373644,4379014
3330338,34458946,4582113
3338143,20672719,6506877
5660990,28387804,22469047
21255935,41220250,38124231
3329540,38253351,4536530
3331191,41756283,5341204
3334462,28381217,12650250
12050028,53766047,47447222
51711150,91940410,73491226
3296559,69371556,4694448
3329890,82393546,10921904
3345775,124707625,60574020
62972388,402586663,337732114
365200771,521092014,474518320
3335300,492808573,6420749
3334508,228554360,29754128
3375974,551996718,232499634
278219474,1904616938,1133555293
1797974100,2616452837,2102307076
3941700,2537641766,19624104
3546829,368339843,49379835
52409387,576044678,431047385
507263895,3276356086,1596439927
3397098240,3752755963,3574927101
3333437,4993769910,1109095500
3294742,160403641,26953243
6823113,133817675,35977352
34396775,86721487,79390649
88397207,133616590,111533463
3341250,105444508,37037485
3334141,272479196,38457064
8477130,272555193,48916805
47644825,112205428,91968735
90821952,126649175,116393804
3348426,211273559,117997945
9022990,137849041,129326257
4370116,664883290,161696336
142782756,282682577,195489225
195805828,241668600,222427272
4067535,757169265,337693026
6473372,576601036,511458521
558567559,2829489194,1281433795
582046882,1146392391,685019805
649583971,686706533,671903707
4369395,1764993958,485286862
1099004251,1142238775,1116262473
1112789574,4469687567,2791238570
1136849665,2280065640,1701416324
1199392772,1265268891,1238985454
